PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,TERLALU_TUA,TERLALU_MUDA,TERLALU_BANYAK,TERLALU_DEKAT,SANITASI,SUMBER_AIR_MINUM,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,89,33,5,4,4,0,0,0,2,2,5,0,2,2,0,2,24,13,11,12,14,5,9,5,16,4,12,3,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,38,67,12,6,4,3,0,5,2,1,3,8,4,4,0,1,57,55,2,0,9,5,4,3,0,0,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,47,50,48,28,5,1,1,41,5,0,46,1,6,4,2,4,45,10,35,9,41,19,22,17,33,1,32,6,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,44,12,10,10,5,0,0,1,1,6,10,0,4,2,2,2,11,8,3,6,5,2,3,0,11,3,8,1,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,81,46,27,4,2,1,0,2,25,0,16,7,9,7,2,4,11,8,3,5,1,0,1,0,17,9,8,10,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,46,73,40,34,28,22,14,0,0,1,13,11,8,8,0,1,27,19,8,19,12,8,4,3,5,4,1,4,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,69,67,48,30,15,6,6,34,8,0,35,5,1,0,1,0,16,15,1,1,14,8,6,5,57,19,38,22,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,TABANG,75,75,28,24,12,4,2,23,3,0,14,10,10,10,0,9,72,12,60,5,43,6,37,2,4,4,0,1,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,42,31,26,4,0,0,0,7,15,2,8,17,1,0,1,0,14,7,7,1,1,1,0,0,16,0,16,12,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,76,49,22,8,1,0,0,13,8,1,4,7,2,2,0,1,29,10,19,2,26,26,0,4,51,26,25,6,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,MASUPU,46,65,50,47,46,10,1,49,0,0,11,27,7,3,4,2,57,46,11,0,27,11,16,9,20,5,15,6,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,KALAMA,73,26,20,2,0,0,0,5,0,4,13,5,10,9,1,8,16,16,0,13,10,10,0,5,26,4,22,17,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,36,64,37,18,9,9,2,1,14,13,32,1,2,2,0,2,43,12,31,3,30,14,16,10,13,9,4,6,NOVEMBER
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,35,71,33,21,19,0,0,13,10,10,22,5,0,0,0,0,17,9,8,4,7,1,6,0,37,28,9,30,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,50,74,54,25,15,11,8,10,35,0,47,5,2,0,2,0,55,8,47,6,0,0,0,0,16,3,13,13,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,51,20,15,12,9,1,0,8,3,4,4,2,6,3,3,2,18,17,1,3,9,5,4,3,12,6,6,10,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,77,24,20,7,7,0,0,5,13,1,3,17,1,0,1,0,13,5,8,3,8,1,7,0,3,1,2,0,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,95,75,49,1,0,0,0,36,9,4,6,40,18,18,0,12,75,64,11,32,24,18,6,15,76,65,11,64,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,91,44,13,0,0,0,0,12,1,0,5,6,4,2,2,2,11,5,6,3,8,6,2,3,15,8,7,0,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,37,46,46,15,6,2,2,25,9,2,19,26,5,0,5,0,14,7,7,7,1,1,0,0,17,10,7,13,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,82,70,63,50,45,7,7,37,13,3,8,54,12,5,7,2,64,55,9,17,2,0,2,0,33,9,24,7,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,58,26,16,6,0,0,0,14,0,0,6,1,2,2,0,0,17,17,0,1,4,4,0,3,15,11,4,4,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,64,43,36,19,6,2,0,0,1,16,12,17,10,6,4,0,39,6,33,2,22,19,3,15,42,7,35,36,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,59,30,5,2,1,1,1,1,1,2,3,2,2,0,2,0,25,6,19,4,8,4,4,0,23,4,19,17,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,98,27,11,5,5,3,1,6,1,1,11,0,19,19,0,13,17,6,11,5,3,2,1,2,13,1,12,10,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',83,59,3,3,0,0,0,3,0,0,2,1,0,0,0,0,10,6,4,0,7,6,1,6,1,1,0,1,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,76,38,32,12,2,2,0,29,3,0,27,3,8,5,3,4,38,36,2,5,17,2,15,2,15,15,0,14,NOVEMBER
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,49,13,7,2,2,0,0,7,0,0,5,1,9,3,6,1,10,8,2,3,5,5,0,0,13,10,3,12,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,97,59,29,8,5,4,4,11,14,0,17,2,7,4,3,4,45,41,4,40,15,3,12,1,9,7,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,89,10,5,3,1,1,1,2,2,0,3,2,10,4,6,0,10,9,1,2,7,7,0,6,10,8,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,41,44,42,6,1,1,1,28,1,8,40,0,5,3,2,0,29,20,9,17,24,2,22,2,2,1,1,1,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,56,43,36,5,2,1,0,22,9,1,3,19,7,3,4,3,13,11,2,8,7,6,1,0,8,6,2,3,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,36,57,0,0,0,0,0,0,0,0,0,0,5,5,0,4,30,17,13,4,1,0,1,0,10,10,0,10,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,72,78,54,5,3,2,1,1,34,7,11,9,10,2,8,0,68,22,46,4,9,9,0,0,46,8,38,15,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,98,80,62,0,0,0,0,61,0,0,51,2,6,4,2,4,28,20,8,2,1,0,1,0,10,9,1,10,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,86,31,30,21,1,1,0,9,10,2,19,3,7,2,5,2,25,19,6,11,24,23,1,14,4,3,1,4,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,42,17,0,0,0,0,0,0,0,0,0,0,4,3,1,0,17,6,11,3,0,0,0,0,9,4,5,9,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,73,48,7,2,1,0,0,7,0,0,5,1,5,5,0,3,21,20,1,11,19,11,8,1,23,20,3,22,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,47,66,37,34,6,4,1,29,3,0,0,32,2,2,0,2,37,35,2,25,18,15,3,11,8,2,6,2,NOVEMBER
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,90,31,8,3,1,0,0,3,3,0,3,2,8,8,0,3,14,13,1,3,9,1,8,1,22,15,7,9,NOVEMBER
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,37,56,19,16,4,0,0,5,9,1,11,0,5,5,0,0,46,41,5,28,2,2,0,2,9,9,0,2,NOVEMBER
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,56,28,8,4,2,2,0,6,2,0,0,8,5,4,1,4,17,10,7,5,11,6,5,6,4,0,4,2,NOVEMBER
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,72,70,6,6,1,1,1,2,3,0,2,1,5,4,1,3,11,5,6,0,11,7,4,2,46,10,36,31,NOVEMBER
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,80,75,65,40,2,2,2,28,25,0,64,1,6,4,2,1,34,12,22,11,7,0,7,0,15,7,8,4,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,80,23,7,4,4,4,1,2,4,0,4,1,13,6,7,0,15,10,5,1,7,5,2,0,5,1,4,3,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,32,21,7,6,5,0,0,5,1,0,3,0,3,1,2,0,11,10,1,0,11,4,7,4,23,12,11,7,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,48,34,32,24,0,0,0,20,3,6,0,8,3,1,2,1,34,5,29,1,26,7,19,6,25,15,10,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,87,15,9,6,6,6,2,2,5,0,0,4,5,0,5,0,15,8,7,0,0,0,0,0,0,0,0,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,98,48,32,10,4,4,4,14,4,4,15,1,17,10,7,9,34,28,6,7,33,21,12,19,60,9,51,24,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,72,62,60,32,0,0,0,24,9,15,42,10,3,3,0,3,40,16,24,5,16,1,15,1,33,17,16,9,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,70,75,59,30,12,4,1,15,32,4,37,17,8,8,0,2,11,6,5,6,5,5,0,1,37,2,35,27,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,85,21,1,0,0,0,0,1,0,0,1,0,9,3,6,2,21,13,8,9,5,4,1,0,0,0,0,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,30,35,32,3,3,2,1,30,0,1,23,3,6,6,0,2,35,6,29,3,17,10,7,6,33,22,11,3,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,100,77,61,34,2,0,0,30,23,0,11,31,19,11,8,1,51,37,14,9,38,9,29,5,72,4,68,53,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,80,36,15,0,0,0,0,5,2,1,12,2,12,4,8,4,31,24,7,1,11,2,9,1,21,4,17,19,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,PAPPANDANGAN,79,55,39,27,22,12,5,15,5,2,9,9,9,3,6,3,28,15,13,13,13,4,9,0,23,1,22,13,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KUNYI,39,18,16,11,2,0,0,6,3,7,13,2,0,0,0,0,16,13,3,9,0,0,0,0,11,9,2,11,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALANIPA,30,35,19,18,0,0,0,11,5,3,2,3,5,4,1,4,26,26,0,3,3,3,0,2,14,10,4,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMMAJARRA,90,80,41,3,0,0,0,15,1,8,13,14,6,4,2,3,62,28,34,21,60,59,1,54,57,51,6,44,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMANGGALLE,61,62,5,4,0,0,0,5,0,0,0,3,4,4,0,2,34,5,29,5,21,17,4,4,54,32,22,30,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,MOSSO,52,23,2,2,1,0,0,0,0,0,1,1,7,3,4,2,15,7,8,4,8,7,1,3,15,11,4,1,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,GALUNG TULUK,41,78,59,28,19,6,3,6,27,4,30,13,5,3,2,0,42,17,25,16,38,13,25,9,47,4,43,36,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,55,64,30,3,3,3,1,16,6,4,6,7,9,1,8,1,26,26,0,22,2,1,1,1,33,19,14,12,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,70,27,8,7,2,2,0,5,2,1,6,1,12,6,6,1,23,17,6,3,23,1,22,0,28,18,10,8,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,57,24,19,10,0,0,0,13,5,0,9,10,6,5,1,4,20,19,1,0,17,0,17,0,27,22,5,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,80,66,50,24,9,2,1,35,14,0,28,14,1,1,0,0,39,13,26,3,27,19,8,3,42,8,34,16,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,91,52,41,30,14,11,9,26,0,6,5,13,16,11,5,3,13,5,8,1,11,4,7,3,23,1,22,19,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,69,32,14,12,11,9,3,7,3,0,10,1,12,0,12,0,28,26,2,18,23,0,23,0,16,1,15,10,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,65,19,1,0,0,0,0,1,0,0,0,1,10,6,4,5,12,5,7,0,4,4,0,3,5,0,5,2,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,48,35,16,6,1,0,0,15,1,0,8,5,7,3,4,2,23,10,13,2,20,20,0,6,24,11,13,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,31,28,12,0,0,0,0,10,0,1,4,2,0,0,0,0,16,10,6,9,8,7,1,5,21,4,17,7,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,66,40,26,9,1,1,0,24,0,0,9,0,3,3,0,0,26,11,15,9,2,2,0,2,20,13,7,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,97,56,53,4,2,0,0,37,3,7,3,30,16,15,1,4,30,14,16,2,26,23,3,14,48,40,8,13,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,59,27,24,6,1,0,0,15,4,1,7,6,8,5,3,0,24,21,3,14,15,15,0,9,32,14,18,12,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,37,30,20,2,2,2,0,4,0,0,8,5,0,0,0,0,26,10,16,1,17,12,5,4,29,23,6,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,95,77,17,1,0,0,0,10,1,2,7,5,18,17,1,6,31,30,1,12,10,10,0,7,29,16,13,3,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,30,10,9,1,1,1,1,1,1,1,5,2,3,1,2,0,10,6,4,0,4,2,2,1,8,2,6,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,48,28,7,3,3,3,3,1,3,0,0,3,8,0,8,0,17,10,7,9,4,2,2,2,6,0,6,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,94,11,5,2,0,0,0,4,0,1,0,5,0,0,0,0,10,5,5,2,5,2,3,2,6,0,6,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,64,77,68,39,23,1,0,67,1,0,44,14,3,2,1,1,13,6,7,6,0,0,0,0,31,25,6,20,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,92,59,28,7,7,2,2,16,0,8,21,2,8,5,3,3,20,12,8,4,17,1,16,0,0,0,0,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,44,49,42,2,2,2,0,31,7,3,32,8,2,0,2,0,19,15,4,4,5,1,4,0,17,12,5,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,53,77,46,35,35,2,2,1,28,3,9,24,10,7,3,4,73,39,34,3,52,5,47,1,9,4,5,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,59,46,17,2,1,1,1,2,12,2,0,2,1,0,1,0,18,17,1,0,2,2,0,1,16,12,4,7,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,31,27,6,4,2,2,2,3,1,0,2,3,5,3,2,0,19,10,9,1,19,13,6,2,3,2,1,2,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,82,36,23,8,2,2,0,3,7,8,9,6,1,1,0,0,28,7,21,2,1,0,1,0,19,6,13,14,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,47,78,34,7,7,7,2,30,0,1,14,13,8,6,2,0,14,9,5,9,2,2,0,0,2,0,2,2,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,54,80,10,1,0,0,0,8,2,0,0,9,5,1,4,1,25,25,0,15,22,8,14,4,67,31,36,62,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,51,32,29,13,13,8,7,17,5,0,1,6,1,0,1,0,25,10,15,2,14,6,8,2,35,29,6,10,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,35,32,32,2,0,0,0,30,2,0,24,6,6,4,2,3,20,17,3,10,18,3,15,2,18,18,0,15,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,88,57,49,23,9,3,1,38,3,6,42,6,3,1,2,1,21,11,10,6,7,7,0,4,37,12,25,11,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,34,62,23,21,0,0,0,16,3,1,21,1,0,0,0,0,19,13,6,1,14,0,14,0,49,3,46,1,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,90,68,12,0,0,0,0,8,1,0,11,1,4,1,3,0,15,5,10,2,6,3,3,0,38,1,37,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,32,43,3,2,1,1,0,3,0,0,0,2,0,0,0,0,36,22,14,6,19,16,3,11,6,6,0,2,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,86,72,9,1,1,0,0,1,6,1,5,0,9,6,3,2,51,21,30,18,0,0,0,0,46,42,4,10,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,86,38,14,13,2,1,1,5,0,7,10,0,11,6,5,5,18,10,8,10,9,9,0,5,16,7,9,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,95,57,21,17,17,13,10,5,5,0,12,8,14,12,2,11,26,13,13,9,1,0,1,0,29,21,8,16,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,35,68,3,1,0,0,0,3,0,0,3,0,7,1,6,0,39,32,7,6,11,3,8,1,40,6,34,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,33,80,70,42,23,9,0,56,9,2,33,6,3,3,0,3,51,44,7,35,17,9,8,2,51,31,20,23,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,64,26,8,2,2,2,0,3,4,1,5,1,12,12,0,3,11,6,5,6,7,4,3,3,1,1,0,1,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,78,29,7,3,3,1,1,2,3,0,1,2,3,0,3,0,29,13,16,8,6,1,5,0,10,3,7,7,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,36,46,45,11,2,1,0,6,2,26,45,0,1,0,1,0,40,9,31,7,17,2,15,1,15,14,1,9,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,86,15,4,2,2,1,0,3,0,1,0,1,7,7,0,3,12,8,4,4,1,0,1,0,10,6,4,8,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,65,54,12,5,1,1,0,0,2,9,7,1,9,1,8,1,48,37,11,14,33,10,23,6,50,1,49,4,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,94,24,4,2,0,0,0,0,2,0,4,0,12,8,4,7,12,5,7,0,5,1,4,1,16,3,13,4,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,86,77,25,15,11,3,0,1,13,9,2,2,4,1,3,0,50,26,24,0,43,35,8,35,88,31,57,16,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,65,16,6,1,1,0,0,6,0,0,0,0,6,6,0,5,15,12,3,8,15,11,4,3,1,0,1,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,64,77,59,7,3,1,1,53,0,0,34,13,4,0,4,0,50,17,33,16,34,28,6,6,36,16,20,23,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,48,70,32,6,4,1,0,25,2,2,13,3,9,6,3,5,31,27,4,13,27,9,18,4,19,18,1,13,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,83,13,2,1,1,1,1,1,0,0,1,0,5,3,2,3,12,7,5,5,7,2,5,2,12,12,0,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,100,26,11,11,7,5,4,6,1,0,1,5,12,8,4,0,18,18,0,17,12,5,7,1,14,7,7,11,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,74,53,50,0,0,0,0,34,11,4,35,6,10,1,9,0,42,5,37,4,11,0,11,0,15,3,12,7,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,41,65,49,39,13,0,0,29,16,3,27,3,5,0,5,0,10,7,3,1,6,0,6,0,19,2,17,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,77,42,22,19,18,9,7,9,5,1,2,12,13,6,7,0,24,8,16,6,21,10,11,10,5,5,0,3,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,68,74,74,51,15,2,0,71,0,1,41,25,6,4,2,0,51,38,13,38,19,3,16,2,28,18,10,10,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,81,61,33,5,5,5,1,7,1,19,31,0,6,6,0,6,38,21,17,18,26,7,19,6,57,9,48,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,60,23,12,7,2,0,0,6,1,1,12,0,0,0,0,0,18,14,4,1,9,5,4,0,6,3,3,6,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,45,67,10,6,1,0,0,6,4,0,8,0,9,0,9,0,64,5,59,5,11,11,0,9,46,3,43,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,35,47,38,18,6,3,0,27,2,4,38,0,4,1,3,1,30,10,20,3,5,4,1,4,27,11,16,18,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,69,62,20,6,2,1,1,12,5,0,16,0,5,3,2,3,38,20,18,18,29,14,15,13,1,0,1,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,62,75,32,3,2,0,0,14,10,6,24,5,12,8,4,3,47,17,30,17,44,29,15,5,40,40,0,21,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,37,38,0,0,0,0,0,0,0,0,0,0,3,1,2,0,17,5,12,1,10,6,4,0,25,2,23,11,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,79,15,12,6,4,3,2,1,2,0,10,1,5,4,1,4,11,11,0,5,9,5,4,4,8,1,7,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,86,77,55,47,16,13,1,16,21,0,26,13,6,0,6,0,55,9,46,3,47,12,35,0,69,31,38,63,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,43,70,12,6,0,0,0,10,0,2,6,2,7,2,5,1,46,37,9,6,38,26,12,24,10,5,5,2,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,79,12,7,5,0,0,0,4,3,0,5,1,7,3,4,1,11,7,4,4,1,1,0,0,5,1,4,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,80,39,34,29,5,3,1,31,1,1,5,10,6,1,5,0,15,7,8,1,6,3,3,3,11,8,3,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,57,60,21,6,3,3,3,18,0,0,2,15,9,2,7,1,33,9,24,8,18,16,2,3,44,33,11,0,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,96,17,16,10,1,0,0,15,0,0,2,1,11,2,9,0,17,8,9,2,10,0,10,0,18,0,18,5,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,67,33,2,1,1,1,1,0,1,0,0,0,3,1,2,0,20,6,14,1,10,7,3,2,17,17,0,11,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,69,55,4,2,0,0,0,1,3,0,2,0,12,4,8,1,51,8,43,4,10,0,10,0,15,13,2,9,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,38,40,3,3,2,0,0,2,1,0,2,0,3,1,2,1,25,14,11,8,22,8,14,1,43,6,37,15,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,100,41,13,0,0,0,0,8,2,1,1,5,2,1,1,0,10,6,4,0,6,2,4,2,13,3,10,12,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,80,60,34,22,19,11,0,22,6,4,20,13,0,0,0,0,34,26,8,22,10,6,4,5,37,27,10,23,NOVEMBER
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,81,48,3,0,0,0,0,1,1,0,1,1,16,4,12,3,16,6,10,4,9,5,4,1,2,2,0,1,NOVEMBER
